filename,content
001_transcriptions_v3/PN-172-pers-1-party.txt,"[00:00:00 - 00:18:93]: А-а, это был мой день рождения на втором или третьем курсе университета. А я тогда только-только начала общаться со своими друзьями, которые сейчас являются моими моими лучшими друзьями.
[00:19:09 - 00:35:09]: А-а, как я уже сказала, это был мой день рождения, и мы собирались просто посидеть с ними а-а на квартире у моей подруги. И я не ожидала ничего особенного. Просто я собиралась заказать пиццу.
[00:35:28 - 00:50:90]: И мы бы вместе с ними посидели и тихонечко отпраздновали. Но когда я пришла в квартиру к своей подруге, меня там встретили мои друзья с огромным тортом, с шариками и с подарками.
[00:51:44 - 01:09:58]: Моя подруга позаботилась о том, чтобы подготовить праздник для меня. Она купила торт, купила пиво, купила шарики. И мы все вместе сели праздновать. Ребята подарили мне прекрасные подарки. Одним из этих подарков был
[01:09:99 - 01:25:13]: Том Манги Наруто, чему я очень сильно обрадовалась. Мы болтали, смеялись, играли в настольные игры. А-а потом мы начали смотреть клипы моих любимых корейских исполнителей.
[01:25:58 - 01:44:03]: А потом мы все вместе начали играть в игру Jazz Dance, где нужно повторять танцевальные движения за фигурками на экране. Мы очень повеселились и разъезжались домой, но уже поздно, поздно вечером.
[01:44:35 - 01:49:48]: И это был один из моих лучших дней рождения.
"
001_transcriptions_v3/PN-135-pic-1-sportsman.txt,"[00:00:00 - 00:16:77]: Жил на свете один человек, назовём его Ваней. И-и-и Ване всегда было неприятно, что когда он ходит по улице, а-а
[00:17:37 - 00:30:69]: На него угрожающе смотрят какие-то странные мускулистые мужики. Ваня чувствовал себя небезопасно. И к тому же Ваня завидовал жёстко, поэтому Ваня
[00:31:41 - 00:41:30]: Долго смотрел и читал журналы о том, как стать сильнее и тоже всем угрожать и не бояться больше, когда на него смотрят странные мускулистые мужики.
[00:42:33 - 01:02:73]: И в одном из них он вычитал, что нужно заниматься с тяжёлыми штангами. Он взял тяжёлые штанги, но он не смог их поднять, потому что Ваня никогда не учился поднимать штанги не такие тяжёлые. А-а, он пробовал бить грушу в надежде, что это как-то ему поможет, но и там тоже не получилось.
[01:03:26 - 01:17:25]: Ваня полностью разочаровался в спорте и придумал себе другую идею. Он сходил в ателье, где ему пошили такую одежду, чтобы он выглядел сильным и угрожающим вместо того, чтобы таким быть.
"
001_transcriptions_v3/PN-141-instr-1-table.txt,"[00:00:00 - 00:17:93]: Перед вами лежит две части от, э, собственно, самой поверхности стола. Одна из них прямоугольная, другая овальная. Овальная часть должна идеально входить внутрь вырезов прямоугольной части.
[00:18:59 - 00:35:28]: А-а, поэтому попытайтесь положить овальную часть поверхности стола в прямоугольную её часть. А-а, и, вероятнее всего, закрепить, э-э, закрепить железяками, которые есть на прямоугольной части.
[00:36:76 - 00:53:77]: Далее возьмите, поищите в своём наборе части, которые должны быть ножками стола. Они выглядят как, э-э, похожи на букву русскую букву S.
[00:54:58 - 01:09:75]: Такую с квадратными углами. А-а, там есть две такие части. Одна из них короткая, одна из них поменьше, другая побольше. Возьмите часть, которая поменьше. Проверьте, взяли ли вы нужную часть. Она должна
[01:09:89 - 01:25:23]: Э-э-э, в этой части есть три деревянные перегородки. Деревянная перегородка, которая соединяет две остальные части.
[01:25:85 - 01:42:95]: Она должна быть примерно такой же длины, как и остальные части, если это маленькая ножка. А если это большая ножка, то перекладина, соединяющая две остальные деревянные части, должна быть намного длиннее, чем они. В общем, возьмите ножку, которую считаете маленькой.
[01:44:01 - 02:00:11]: А-а, в поверхности стола должны быть углубления, в которое вы эту ножку пытаетесь вставить. В общем, попытайтесь вставить. А-а, далее возьмите вторую ножку.
[02:00:40 - 02:16:93]: которая будет, собственно, длинная. Она должна совпадать по длине с длиной прямоугольной части поверхности стола. Возможно, для этой части вам понадобится кто-то, кто поможет вам всё это соединить. В общем, возьмите длинную часть.
[02:17:44 - 02:33:71]: И попытайтесь её как бы наложить сверху на маленькую часть, чтобы получился между ними угол 90°. В поверхности стола опять же есть углубление для того, чтобы
[02:34:09 - 02:49:94]: А-а, закрепить частички этой ножки на поверхности. Далее, э-э, вам нужно будет воспользоваться э-э креплениями, которые прилагаются к этому столу.
[02:50:63 - 03:09:97]: А-а, чтобы закрепить ножки на поверхности, опять же. Это должно быть что-то похожее на гвоздик, насколько я поняла из инструкции. Да. Э-э, далее вам понадобится ещё несколько гвоздиков, чтобы также закрепить ножки. Эти гвоздики должны идти на
[03:10:38 - 03:25:56]: То есть здесь должны идти на те места, где соединяется как бы перекладина ножки большая с другими её двумя составляющими, которые соединяются с поверхностью стола.
[03:28:90 - 03:47:84]: Далее вам также понадобятся стержни, а-а, которые будут вставляться в ножки стола, вероятно, для ещё большего скрепления.
[03:48:21 - 04:03:63]: Хорошо. Также понадобится ещё крепление, которое будет держать эти ножки стола, собственно. Их нужно будет вставить в части ножек, которые снялись с поверхностью, посередине этой части.
[04:04:39 - 04:23:02]: Закрутить болтиками. Также к концу инструкции выяснилось, что у нас есть ещё одна часть стола, которая выглядит как маленькая поверхность его. Э-э, эта часть стола должна идти как бы под основной поверхностью и крепиться на тех перекладинках.
[04:23:87 - 04:36:30]: Ножек, о которых я говорила ранее. Их можно закрепить с помощью инструментов для закрутки гаек. Наверное, всё.
"
001_transcriptions_v3/PN-167-pic-1-winterday.txt,"[00:00:00 - 00:17:20]: Ребёнок был дома, почему-то раздетый, а посмотрел в окно, увидел снег. Он решил пойти погулять, оделся тепло, вышел на улицу.
[00:17:93 - 00:34:47]: А-а натоптал, а потом скатился или поскользнулся. Затем он решил, что ему нужно э-э что он может смастерить снеговика. Он пошёл катать снежный шар.
[00:34:96 - 00:51:22]: А-а слепил снеговика, надел на него свою шапку. А затем пришёл мальчик-хулиган и бросил ему за шиворот снежок. Мальчик расплакался, а хулиган ушёл довольный. Затем мальчик обернулся.
[00:51:88 - 01:07:44]: А-а, он понял, что в него кинул этот снежок дядя, потому что дядя появился на горизонте вместо мальчика-хулигана. А-а, он кинул ему уже за шиворот этот снежок. Э-э.
[01:07:78 - 01:24:70]: Да, снежок снега. А затем э-э этот дядя в разъярённом состоянии побежал за ребёнком. Ребёнок попытался от него убежать. А-а затем ребёнок, видимо, убежал, нашёл сани или взял сани.
[01:25:43 - 01:42:09]: А-а и решил покататься с горки. Он поднялся куда-то на горку, решил быстро скатиться. Просто быстро скатился. А-а и скатился он прямо к ногам полицейского. Или я не знаю, кто он.
[01:42:73 - 02:03:74]: Полицейского. А-а, затем он пошёл домой, немножко расстроенный, и на него накричал ещё дядя э-э. Господи, как тут идёт картинка, я не понимаю. Зачем на него накричал дядя, э-э-э...
[02:04:16 - 02:16:33]: Дворник. Вот. Он пошёл ещё более расстроенный домой, затем его накатило машина грязью, и он пришёл домой, и на него начала кричать мама за то, что он пришёл такой чумазый.
"
001_transcriptions_v3/PN-154-pers-1-present.txt,"[00:00:00 - 00:19:90]: Самый лучший подарок я получила моей мамочке в детстве. Куклу Барби. Ещё более запоминающаяся, точнее, была молорка. Она была до Барби. Она у неё сбивались ручки, ножки у неё была очень красивая розовая штанишка.
[00:20:97 - 00:39:38]: Курточка такая яркая, цветастая, очень красивая. Очень долго играла эта кукла-малоркой. А Барби уже потом не играла. Когда уже купили Барби, ну ещё были другие, тоже я играла. Вот эта малка, вот она перебила то, что колец мне никто не дарил каких-то красивых никогда.
[00:40:98 - 00:48:93]: Это ж так самый ценный подарок из детства вспоминать. Можно я просто лукавлю. Всё, вот.
"
001_transcriptions_v3/PN-107-pers-1-present.txt,"[00:00:00 - 00:17:49]: Это было относительно недавно, э-э, на мой день рождения, получается. Э-э, моя хорошая знакомая, моя подруга, решила подарить мне сертификат в салон на прокол.
[00:17:80 - 00:38:77]: А-а, ухо. Почему это был самый лучший? Ну, не самый лучший, но один из лучших и запоминающихся подарков? Потому что незадолго до этого я ей рассказывала, как сильно я хочу проколоть себе ухо, и что у меня на это совершенно нету времени. И я, к сожалению, не могу заняться поиском салона.
[00:39:94 - 00:54:95]: Поэтому, хмм, возможно, моя мечта сбудется не так скоро, как я хочу. Она это запомнила, нашла хороший салон, всё просчитала, подарила мне сертификат на прокол, и это оказалось для меня
[00:55:02 - 01:10:60]: Не просто подарком, сколько событием, связанным с этим человеком. И теперь как бы на моём теле, в моей жизни есть некоторая часть этого человека, я думаю, что это очень важно и здорово. Всё.
"
001_transcriptions_v3/PN-143-pic-1-adventure.txt,"[00:00:00 - 00:15:89]: Так. Хмм, вероятнее всего, какой-то опекун или женщина, а-а, оставляют маленького ребёнка без присмотра.
[00:16:53 - 00:36:12]: Он, как самый настоящий озорник, вылезает из своей коляски, по-видимому, или какого-то, или из какого-то другого средства передвижения для маленьких детей и отправляется на приключения.
[00:37:39 - 00:56:76]: Он, ааа проходит между, точнее, среди огромного количества людей, встречает много новых лиц. И наконец он даже встречает замечательную собаку.
[00:57:27 - 01:13:30]: которая очень быстро с ним подружилась. Но он не останавливается и идёт дальше. Он проходит мимо он проходит по огромному количеству дорог, переходов и в конце концов
[01:15:09 - 01:30:51]: Попадает в какой-то в какую-то трубу. Да. И проходит между проходит по ней.
[01:31:30 - 01:46:73]: Но в итоге, в конце всех этих его похождений, он возвращается в своё средство передвижения и, как ни в чём не бывало, ждёт своего
[01:47:06 - 02:02:54]: Опекуна. Вот. И-и-и, соответственно, женщина, э-э-э, совершенно не зная о путешествии его, её сына или,
[02:02:99 - 02:11:92]: Какого-то пасынка, так называемого, просто отправляется дальше с ним в путь.
"
001_transcriptions_v3/PD-051-pers-1-present.txt,"[00:00:00 - 00:16:50]: Родители подарили мне телефон, который я очень хотела. А-а я даже неделю ходила радостно с этим телефоном и даже не помнила про свои проблемы.
[00:18:01 - 00:22:62]: И вот это был, наверное, подарок единственный такой, который очень запомнил.
"
001_transcriptions_v3/PN-166-pers-1-party.txt,"[00:00:00 - 00:15:80]: Я расскажу про свой день рождения, который я отмечала в 2022 году. Мне тогда исполнилось 18 лет. Кстати, мне через примерно неделю девятнадцать. Это было второго ноября пошла
[00:16:21 - 00:32:26]: Тогда в антикафе со своими друзьями. Мы тогда ещё заказали пиццу с собой из Додо. И-и-и решили поиграть там в настолки. Я думаю, мне очень запомнился этот день рождения не только потому, что я тогда собрала много своих друзей.
[00:32:75 - 00:52:73]: А-а, в первый раз после того, как перестала отмечать дни рождения вообще. И-и-и у нас тогда было много э-э-э разговоров, больше разговоров, нежели чем игр, потому что мы не могли определиться
[00:53:92 - 01:09:89]: На какой игре остановиться? И мы достаточно много узнали друг о друге. Мы рассказали несколько кринжевых историй, послушали какие-то интересные рассказы друг друга.
[01:09:96 - 01:31:37]: Поговорили у кого как идёт жизнь, потому что мы самостоятельно начали жить только недавно, к тому времени. И мы довольно хорошо провели время. На самом деле я думаю, я больше никогда не смогу собираться такими большими компаниями. Там было около 10 человек, может быть.
[01:31:93 - 01:50:47]: А-а... Но было довольно весело. Обычно я отмечаю свои дни рождения как раз с друзьями, но не в такой большой компании. Мы берём что-то вкусное покушать, но я думаю, мне стоит прекратить эту
[01:50:83 - 01:55:70]: Э-э-э традицию, потому что я обычно переедаю.
"
001_transcriptions_v3/PN-136-pic-1-sportsman.txt,"[00:00:00 - 00:15:50]: Можешь составлять дальше? Значит, шёл мужичок по улице, посмотрел на другого мужичка, и тот на него очень э-э злобно взглянул. Он пошёл дальше, посмотрел на рекламу.
[00:16:09 - 00:36:12]: Э-э-э и взял журнальчик, почитал, посмотрел, вдохновился тем, что там, наверное, был нарисован накачанный мужик и тоже решил привести себя в форму. Пришёл в зал, пошёл к штанге, взял штангу, еле-еле
[00:36:27 - 00:51:70]: Её оторвал от пола и сразу отпустил. Подумал: «Ой, как тяжело. Попробую взять сбоку». Э-э, значит, взял её сбоку, надорвался, уронил на себе на ногу, э-э-э.
[00:52:14 - 01:12:88]: Решил, что не беда, нога не сломана, можно идти дальше. Пошёл, значит, к груше, надел, конечно же, перчатки для безопасности. А-а, ударил грушу, она ударила его, и он упал. Он решил, что всё плохо, он ничего не умеет и выбросил весь инвентарь.
[01:13:69 - 01:31:17]: В зале. Пошёл, значит, из зала, пришёл к тому самому злому дядечке, который на него злобно посмотрел, сказал: «Мне нужен костюм, но чтобы были бицепсы». Тот сказал: «Всё, ОК, сделаем».
[01:32:37 - 01:36:91]: Взял у него мерки и сшил ему костюм, и он стал накачанным мужиком.
"
001_transcriptions_v3/PN-164-pic-1-winterday.txt,"[00:00:00 - 00:15:89]: Жил-был мальчик Вася. И он не любил штаны. Такой вот он был. Носил всегда только куртку, а штаны — нет. Но однажды наступила зима. Вася подошёл к окну, увидел, что
[00:16:41 - 00:32:58]: Вокруг снежок, зима, ему очень захотелось на улицу. А на улице без штанов нельзя. Тогда он надел свои самые тёплые штаны, свою самую тёплую шапку и шарф и пошёл гулять на улицу. Там он катался с горки кубарем.
[00:33:56 - 00:49:42]: Э-э-э лепил снеговика и предавался, в общем, всяческим зимним радостям. Пока в один момент какой-то другой мальчик, который, кроме того, что любил зиму, ещё любил кидаться снегом.
[00:50:13 - 01:05:30]: Не залепил ему снежком в голову. Васю это очень огорчило. Он испытал боль, обиду и расстройство, кричал и плакал, но когда понял, что это
[01:05:72 - 01:21:28]: Не поможет, решил отомстить. Но так как он не знал, кто в него кинул, он решил, что отомстить он будет первому попавшемуся человеку. И это оказался некий
[01:22:00 - 01:37:41]: Взрослый дяденька, который не оценил мстительного порыва и решил наказать наглеца. Наш Вася кинулся наутёк.
[01:39:66 - 01:55:08]: Ладно, здесь история какая-то становится странная, потому что у него из ниоткуда появились санки. Ну ладно. Допустим, он убежал дома оставил шапку, а забрал санки и пошёл дальше кататься на санках.
[01:56:43 - 02:12:49]: А когда он катался в очередной раз скатившись с горки, он чуть не попал на дорогу, и поэтому на него накричал милиционер.
[02:14:79 - 02:31:58]: Угу. Тогда он решил покататься в другом месте и полез на горку, которую сгребал местный дворник, которому это не понравилось в свою очередь. Э-э-э, тогда наш Вася решил пойти домой.
[02:33:13 - 02:48:89]: И уже почти у самого дома его обрызгала машина. Вообще, это странно, если зима, почему она... Ну ладно, оставим это. Э-э. Ну, естественно, пришёл он домой
[02:49:35 - 02:56:93]: Грязный, мокрый, побитый, обруганный, но счастливый. Вот в таком виде его и застала мама. Всё.
"
001_transcriptions_v3/PN-124-instr-1-chair.txt,"[00:00:00 - 00:18:49]: Инструкция, как собрать табуретку. Первое: возьмите детали табуретки вверх и ножки и соедините их на полу. Потом вкрутите саморез специальный отвёрткой, которая находится в коробке.
[00:19:67 - 00:35:26]: Потом возьмите вторую ножку, проделайте то же самое. Потом вам надо поставить специальную перекладину. Для чего? Кому чего надо? А для чего это она?
[00:37:30 - 00:43:24]: А, это для газет, наверное, да? Угу. Можете использовать для газет. А можете просто так, для
"
